Date/Time,Building_type,Construction_period,retrofit_scenario,Hot water + Space Heating demand [J](Hourly),Space Heating demand [J](Hourly),Hot water demand [J](Hourly),,Electricity demand [J](Hourly) ,G [W](msquared)
 01/12  13:00:00,SFH,2011-2015,No retrofit,9364809.343,7455878.79,1908930.552,0,8867180.293,84.45
 01/12  14:00:00,SFH,2011-2015,No retrofit,5288064.682,4333599.406,954465.2762,0,4211252.116,18.8
 01/12  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,18.61
 01/12  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/12  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/12  18:00:00,SFH,2011-2015,No retrofit,11437096.84,10482631.56,954465.2762,0,4211252.116,0
 01/12  19:00:00,SFH,2011-2015,No retrofit,11878654.9,9969724.343,1908930.552,0,8867180.293,0
 01/12  20:00:00,SFH,2011-2015,No retrofit,11872730.18,9963799.625,1908930.552,0,10419156.35,0
 01/12  21:00:00,SFH,2011-2015,No retrofit,14134454.08,12225523.53,1908930.552,0,4211252.116,0
 01/12  22:00:00,SFH,2011-2015,No retrofit,16356972.14,13970808.95,2386163.191,0,4211252.116,0
 01/12  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/12  24:00:00,SFH,2011-2015,No retrofit,421602.5662,421602.5662,0,0,969985.0368,0
 01/13  01:00:00,SFH,2011-2015,No retrofit,1272170.513,1272170.513,0,0,969985.0368,0
 01/13  02:00:00,SFH,2011-2015,No retrofit,1977940.799,1977940.799,0,0,969985.0368,0
 01/13  03:00:00,SFH,2011-2015,No retrofit,2713961.727,2713961.727,0,0,969985.0368,0
 01/13  04:00:00,SFH,2011-2015,No retrofit,3722184.116,3722184.116,0,0,969985.0368,0
 01/13  05:00:00,SFH,2011-2015,No retrofit,4559991.069,4559991.069,0,0,969985.0368,0
 01/13  06:00:00,SFH,2011-2015,No retrofit,5077720.075,5077720.075,0,0,1551976.059,0
 01/13  07:00:00,SFH,2011-2015,No retrofit,25534672.83,24102974.91,1431697.914,0,8867180.293,16.88
 01/13  08:00:00,SFH,2011-2015,No retrofit,21209469.28,20255004,954465.2762,0,4211252.116,77.1
 01/13  09:00:00,SFH,2011-2015,No retrofit,1515540.877,1515540.877,0,0,969985.0368,162.96
 01/13  10:00:00,SFH,2011-2015,No retrofit,2228115.675,2228115.675,0,0,969985.0368,193.76
 01/13  11:00:00,SFH,2011-2015,No retrofit,1284138.724,1284138.724,0,0,969985.0368,232.2
 01/13  12:00:00,SFH,2011-2015,No retrofit,512660.4483,512660.4483,0,0,969985.0368,271.17
 01/13  13:00:00,SFH,2011-2015,No retrofit,18363462.95,16454532.4,1908930.552,0,8867180.293,174.26
 01/13  14:00:00,SFH,2011-2015,No retrofit,11377014.14,10422548.86,954465.2762,0,4211252.116,100.18
 01/13  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,24.48
 01/13  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/13  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/13  18:00:00,SFH,2011-2015,No retrofit,15206326.4,14251861.13,954465.2762,0,4211252.116,0
 01/13  19:00:00,SFH,2011-2015,No retrofit,14001370.33,12092439.77,1908930.552,0,8867180.293,0
 01/13  20:00:00,SFH,2011-2015,No retrofit,13372319.98,11463389.43,1908930.552,0,10419156.35,0
 01/13  21:00:00,SFH,2011-2015,No retrofit,15228211.48,13319280.93,1908930.552,0,4211252.116,0
 01/13  22:00:00,SFH,2011-2015,No retrofit,16650151.51,14263988.32,2386163.191,0,4211252.116,0
 01/13  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/13  24:00:00,SFH,2011-2015,No retrofit,268990.1856,268990.1856,0,0,969985.0368,0
 01/14  01:00:00,SFH,2011-2015,No retrofit,955170.8002,955170.8002,0,0,969985.0368,0
 01/14  02:00:00,SFH,2011-2015,No retrofit,1636591.338,1636591.338,0,0,969985.0368,0
 01/14  03:00:00,SFH,2011-2015,No retrofit,2578774.143,2578774.143,0,0,969985.0368,0
 01/14  04:00:00,SFH,2011-2015,No retrofit,3422061.636,3422061.636,0,0,969985.0368,0
 01/14  05:00:00,SFH,2011-2015,No retrofit,4153997.146,4153997.146,0,0,969985.0368,0
 01/14  06:00:00,SFH,2011-2015,No retrofit,4633314.768,4633314.768,0,0,1551976.059,0
 01/14  07:00:00,SFH,2011-2015,No retrofit,24833525.47,23401827.56,1431697.914,0,8867180.293,10.72
 01/14  08:00:00,SFH,2011-2015,No retrofit,20944157.5,19989692.23,954465.2762,0,4211252.116,49.45
 01/14  09:00:00,SFH,2011-2015,No retrofit,1425112.645,1425112.645,0,0,969985.0368,25.42
 01/14  10:00:00,SFH,2011-2015,No retrofit,3149192.247,3149192.247,0,0,969985.0368,29.41
 01/14  11:00:00,SFH,2011-2015,No retrofit,3062695.473,3062695.473,0,0,969985.0368,35.43
 01/14  12:00:00,SFH,2011-2015,No retrofit,2947266.132,2947266.132,0,0,969985.0368,32.88
 01/14  13:00:00,SFH,2011-2015,No retrofit,23323353.89,21414423.34,1908930.552,0,8867180.293,23.77
 01/14  14:00:00,SFH,2011-2015,No retrofit,17520748.15,16566282.87,954465.2762,0,4211252.116,15.06
 01/14  15:00:00,SFH,2011-2015,No retrofit,20989.07333,20989.07333,0,0,969985.0368,15.98
 01/14  16:00:00,SFH,2011-2015,No retrofit,1080678.048,1080678.048,0,0,969985.0368,0
 01/14  17:00:00,SFH,2011-2015,No retrofit,2164836.047,2164836.047,0,0,969985.0368,0
 01/14  18:00:00,SFH,2011-2015,No retrofit,23321275.67,22366810.39,954465.2762,0,4211252.116,0
 01/14  19:00:00,SFH,2011-2015,No retrofit,20654176.97,18745246.41,1908930.552,0,8867180.293,0
 01/14  20:00:00,SFH,2011-2015,No retrofit,19414253.78,17505323.23,1908930.552,0,10419156.35,0
 01/14  21:00:00,SFH,2011-2015,No retrofit,20999475.93,19090545.38,1908930.552,0,4211252.116,0
 01/14  22:00:00,SFH,2011-2015,No retrofit,22275951.36,19889788.17,2386163.191,0,4211252.116,0
 01/14  23:00:00,SFH,2011-2015,No retrofit,1402718.111,1402718.111,0,0,1551976.059,0
 01/14  24:00:00,SFH,2011-2015,No retrofit,4012848.933,4012848.933,0,0,969985.0368,0
 01/15  01:00:00,SFH,2011-2015,No retrofit,5124882.314,5124882.314,0,0,969985.0368,0
 01/15  02:00:00,SFH,2011-2015,No retrofit,6027270.682,6027270.682,0,0,969985.0368,0
 01/15  03:00:00,SFH,2011-2015,No retrofit,6774690.435,6774690.435,0,0,969985.0368,0
 01/15  04:00:00,SFH,2011-2015,No retrofit,7407219.942,7407219.942,0,0,969985.0368,0
 01/15  05:00:00,SFH,2011-2015,No retrofit,8002043.724,8002043.724,0,0,969985.0368,0
 01/15  06:00:00,SFH,2011-2015,No retrofit,8395646.682,8395646.682,0,0,1551976.059,0
 01/15  07:00:00,SFH,2011-2015,No retrofit,30086819.57,28655121.66,1431697.914,0,8867180.293,14.27
 01/15  08:00:00,SFH,2011-2015,No retrofit,26286069.12,25331603.85,954465.2762,0,4211252.116,35.3
 01/15  09:00:00,SFH,2011-2015,No retrofit,3671107.474,3671107.474,0,0,969985.0368,62.05
 01/15  10:00:00,SFH,2011-2015,No retrofit,5594892.671,5594892.671,0,0,969985.0368,199.95
 01/15  11:00:00,SFH,2011-2015,No retrofit,4257397.622,4257397.622,0,0,969985.0368,207.96
 01/15  12:00:00,SFH,2011-2015,No retrofit,3951674.111,3951674.111,0,0,969985.0368,243.51
 01/15  13:00:00,SFH,2011-2015,No retrofit,25371037.4,23462106.84,1908930.552,0,8867180.293,146.48
 01/15  14:00:00,SFH,2011-2015,No retrofit,14771814.9,13817349.62,954465.2762,0,4211252.116,92.16
 01/15  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,34.66
 01/15  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/15  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/15  18:00:00,SFH,2011-2015,No retrofit,17775529.08,16821063.8,954465.2762,0,4211252.116,0
 01/15  19:00:00,SFH,2011-2015,No retrofit,16521022.35,14612091.8,1908930.552,0,8867180.293,0
 01/15  20:00:00,SFH,2011-2015,No retrofit,15943311.87,14034381.32,1908930.552,0,10419156.35,0
 01/15  21:00:00,SFH,2011-2015,No retrofit,17925354.34,16016423.79,1908930.552,0,4211252.116,0
 01/15  22:00:00,SFH,2011-2015,No retrofit,19523111.94,17136948.75,2386163.191,0,4211252.116,0
 01/15  23:00:00,SFH,2011-2015,No retrofit,316429.1088,316429.1088,0,0,1551976.059,0
 01/15  24:00:00,SFH,2011-2015,No retrofit,1846324.643,1846324.643,0,0,969985.0368,0
 01/16  01:00:00,SFH,2011-2015,No retrofit,3081025.021,3081025.021,0,0,969985.0368,0
 01/16  02:00:00,SFH,2011-2015,No retrofit,4051408.462,4051408.462,0,0,969985.0368,0
 01/16  03:00:00,SFH,2011-2015,No retrofit,4888652.588,4888652.588,0,0,969985.0368,0
 01/16  04:00:00,SFH,2011-2015,No retrofit,5569162.261,5569162.261,0,0,969985.0368,0
 01/16  05:00:00,SFH,2011-2015,No retrofit,6121629.924,6121629.924,0,0,969985.0368,0
 01/16  06:00:00,SFH,2011-2015,No retrofit,6391372.556,6391372.556,0,0,1551976.059,0
 01/16  07:00:00,SFH,2011-2015,No retrofit,26982718.48,25551020.56,1431697.914,0,8867180.293,21.7
 01/16  08:00:00,SFH,2011-2015,No retrofit,23283568.86,22329103.59,954465.2762,0,4211252.116,101.95
 01/16  09:00:00,SFH,2011-2015,No retrofit,2121572.033,2121572.033,0,0,969985.0368,145.64
 01/16  10:00:00,SFH,2011-2015,No retrofit,2455581.199,2455581.199,0,0,969985.0368,251.11
 01/16  11:00:00,SFH,2011-2015,No retrofit,1419778.707,1419778.707,0,0,969985.0368,293.5
 01/16  12:00:00,SFH,2011-2015,No retrofit,508245.3936,508245.3936,0,0,969985.0368,263.77
 01/16  13:00:00,SFH,2011-2015,No retrofit,19229822.99,17320892.43,1908930.552,0,8867180.293,157.19
 01/16  14:00:00,SFH,2011-2015,No retrofit,13899663.26,12945197.99,954465.2762,0,4211252.116,92.05
 01/16  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,28.7
 01/16  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/16  17:00:00,SFH,2011-2015,No retrofit,710088.8869,710088.8869,0,0,969985.0368,0
 01/16  18:00:00,SFH,2011-2015,No retrofit,21200968.79,20246503.51,954465.2762,0,4211252.116,0
 01/16  19:00:00,SFH,2011-2015,No retrofit,18619419.97,16710489.42,1908930.552,0,8867180.293,0
 01/16  20:00:00,SFH,2011-2015,No retrofit,17349936.57,15441006.02,1908930.552,0,10419156.35,0
 01/16  21:00:00,SFH,2011-2015,No retrofit,18852392.75,16943462.19,1908930.552,0,4211252.116,0
 01/16  22:00:00,SFH,2011-2015,No retrofit,19979465.37,17593302.18,2386163.191,0,4211252.116,0
 01/16  23:00:00,SFH,2011-2015,No retrofit,315826.8928,315826.8928,0,0,1551976.059,0
 01/16  24:00:00,SFH,2011-2015,No retrofit,1991246.025,1991246.025,0,0,969985.0368,0
 01/17  01:00:00,SFH,2011-2015,No retrofit,2996197.595,2996197.595,0,0,969985.0368,0
 01/17  02:00:00,SFH,2011-2015,No retrofit,3824716.947,3824716.947,0,0,969985.0368,0
 01/17  03:00:00,SFH,2011-2015,No retrofit,4532708.617,4532708.617,0,0,969985.0368,0
 01/17  04:00:00,SFH,2011-2015,No retrofit,5118414.708,5118414.708,0,0,969985.0368,0
 01/17  05:00:00,SFH,2011-2015,No retrofit,5605050.39,5605050.39,0,0,969985.0368,0
 01/17  06:00:00,SFH,2011-2015,No retrofit,5834775.036,5834775.036,0,0,1551976.059,0
 01/17  07:00:00,SFH,2011-2015,No retrofit,26481250.11,25049552.2,1431697.914,0,8867180.293,19.39
 01/17  08:00:00,SFH,2011-2015,No retrofit,22715578.64,21761113.37,954465.2762,0,4211252.116,54.52
 01/17  09:00:00,SFH,2011-2015,No retrofit,1871127.608,1871127.608,0,0,969985.0368,91.04
 01/17  10:00:00,SFH,2011-2015,No retrofit,2478093.71,2478093.71,0,0,969985.0368,127.14
 01/17  11:00:00,SFH,2011-2015,No retrofit,1098470.238,1098470.238,0,0,969985.0368,131.01
 01/17  12:00:00,SFH,2011-2015,No retrofit,340629.5063,340629.5063,0,0,969985.0368,135.17
 01/17  13:00:00,SFH,2011-2015,No retrofit,18710365.61,16801435.06,1908930.552,0,8867180.293,74.97
 01/17  14:00:00,SFH,2011-2015,No retrofit,12926738.87,11972273.59,954465.2762,0,4211252.116,42.67
 01/17  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,25.11
 01/17  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/17  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/17  18:00:00,SFH,2011-2015,No retrofit,16800853.95,15846388.67,954465.2762,0,4211252.116,0
 01/17  19:00:00,SFH,2011-2015,No retrofit,14968045.2,13059114.65,1908930.552,0,8867180.293,0
 01/17  20:00:00,SFH,2011-2015,No retrofit,14093829.38,12184898.82,1908930.552,0,10419156.35,0
 01/17  21:00:00,SFH,2011-2015,No retrofit,15829615.46,13920684.9,1908930.552,0,4211252.116,0
 01/17  22:00:00,SFH,2011-2015,No retrofit,17097543.45,14711380.26,2386163.191,0,4211252.116,0
 01/17  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/17  24:00:00,SFH,2011-2015,No retrofit,308140.0024,308140.0024,0,0,969985.0368,0
 01/18  01:00:00,SFH,2011-2015,No retrofit,913019.427,913019.427,0,0,969985.0368,0
 01/18  02:00:00,SFH,2011-2015,No retrofit,1613386.003,1613386.003,0,0,969985.0368,0
 01/18  03:00:00,SFH,2011-2015,No retrofit,2335107.237,2335107.237,0,0,969985.0368,0
 01/18  04:00:00,SFH,2011-2015,No retrofit,2916527.417,2916527.417,0,0,969985.0368,0
 01/18  05:00:00,SFH,2011-2015,No retrofit,3428319.808,3428319.808,0,0,969985.0368,0
 01/18  06:00:00,SFH,2011-2015,No retrofit,3683485.69,3683485.69,0,0,1551976.059,0
 01/18  07:00:00,SFH,2011-2015,No retrofit,23466483.67,22034785.76,1431697.914,0,8867180.293,20.83
 01/18  08:00:00,SFH,2011-2015,No retrofit,19680905.13,18726439.85,954465.2762,0,4211252.116,82.12
 01/18  09:00:00,SFH,2011-2015,No retrofit,748756.7532,748756.7532,0,0,969985.0368,93.52
 01/18  10:00:00,SFH,2011-2015,No retrofit,2238402.455,2238402.455,0,0,969985.0368,125.59
 01/18  11:00:00,SFH,2011-2015,No retrofit,2342379.802,2342379.802,0,0,969985.0368,146.99
 01/18  12:00:00,SFH,2011-2015,No retrofit,2395926.966,2395926.966,0,0,969985.0368,137.85
 01/18  13:00:00,SFH,2011-2015,No retrofit,22326490.6,20417560.04,1908930.552,0,8867180.293,111.29
 01/18  14:00:00,SFH,2011-2015,No retrofit,13007213.84,12052748.57,954465.2762,0,4211252.116,62.41
 01/18  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,40.12
 01/18  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/18  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/18  18:00:00,SFH,2011-2015,No retrofit,11796959.89,10842494.61,954465.2762,0,4211252.116,0
 01/18  19:00:00,SFH,2011-2015,No retrofit,10953213.52,9044282.964,1908930.552,0,8867180.293,0
 01/18  20:00:00,SFH,2011-2015,No retrofit,10423591.69,8514661.134,1908930.552,0,10419156.35,0
 01/18  21:00:00,SFH,2011-2015,No retrofit,12242342.02,10333411.46,1908930.552,0,4211252.116,0
 01/18  22:00:00,SFH,2011-2015,No retrofit,13552482.74,11166319.55,2386163.191,0,4211252.116,0
 01/18  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/18  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/19  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/19  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/19  03:00:00,SFH,2011-2015,No retrofit,290905.1673,290905.1673,0,0,969985.0368,0
 01/19  04:00:00,SFH,2011-2015,No retrofit,698683.7044,698683.7044,0,0,969985.0368,0
 01/19  05:00:00,SFH,2011-2015,No retrofit,1052121.989,1052121.989,0,0,969985.0368,0
 01/19  06:00:00,SFH,2011-2015,No retrofit,1267119.562,1267119.562,0,0,1551976.059,0
 01/19  07:00:00,SFH,2011-2015,No retrofit,20593483.62,19161785.71,1431697.914,0,8867180.293,23.26
 01/19  08:00:00,SFH,2011-2015,No retrofit,16580778.34,15626313.06,954465.2762,0,4211252.116,77.44
 01/19  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,136.3
 01/19  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,254.7
 01/19  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,171.36
 01/19  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,168.05
 01/19  13:00:00,SFH,2011-2015,No retrofit,7077207.797,5168277.245,1908930.552,0,8867180.293,129.5
 01/19  14:00:00,SFH,2011-2015,No retrofit,6039195.923,5084730.647,954465.2762,0,4211252.116,59.55
 01/19  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,28.05
 01/19  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/19  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/19  18:00:00,SFH,2011-2015,No retrofit,11355563.57,10401098.29,954465.2762,0,4211252.116,0
 01/19  19:00:00,SFH,2011-2015,No retrofit,10027356.22,8118425.663,1908930.552,0,8867180.293,0
 01/19  20:00:00,SFH,2011-2015,No retrofit,9343109.256,7434178.704,1908930.552,0,10419156.35,0
 01/19  21:00:00,SFH,2011-2015,No retrofit,10962584.51,9053653.96,1908930.552,0,4211252.116,0
 01/19  22:00:00,SFH,2011-2015,No retrofit,12209051.38,9822888.186,2386163.191,0,4211252.116,0
 01/19  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/19  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  05:00:00,SFH,2011-2015,No retrofit,175706.9747,175706.9747,0,0,969985.0368,0
 01/20  06:00:00,SFH,2011-2015,No retrofit,416532.5,416532.5,0,0,1551976.059,0
 01/20  07:00:00,SFH,2011-2015,No retrofit,18473651.34,17041953.42,1431697.914,0,8867180.293,23.69
 01/20  08:00:00,SFH,2011-2015,No retrofit,14715779.63,13761314.35,954465.2762,0,4211252.116,98.67
 01/20  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,179.22
 01/20  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,247.46
 01/20  11:00:00,SFH,2011-2015,No retrofit,4635.303952,4635.303952,0,0,969985.0368,281.95
 01/20  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,301.79
 01/20  13:00:00,SFH,2011-2015,No retrofit,17363038.93,15454108.37,1908930.552,0,8867180.293,246.12
 01/20  14:00:00,SFH,2011-2015,No retrofit,12627407.35,11672942.07,954465.2762,0,4211252.116,142.46
 01/20  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,44.81
 01/20  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/20  18:00:00,SFH,2011-2015,No retrofit,17610707.71,16656242.43,954465.2762,0,4211252.116,0
 01/20  19:00:00,SFH,2011-2015,No retrofit,14565546.06,12656615.51,1908930.552,0,8867180.293,0
 01/20  20:00:00,SFH,2011-2015,No retrofit,13323287.76,11414357.21,1908930.552,0,10419156.35,0
 01/20  21:00:00,SFH,2011-2015,No retrofit,14838210.9,12929280.35,1908930.552,0,4211252.116,0
 01/20  22:00:00,SFH,2011-2015,No retrofit,15879650.31,13493487.12,2386163.191,0,4211252.116,0
 01/20  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/20  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/21  01:00:00,SFH,2011-2015,No retrofit,269248.4174,269248.4174,0,0,969985.0368,0
 01/21  02:00:00,SFH,2011-2015,No retrofit,734837.5157,734837.5157,0,0,969985.0368,0
 01/21  03:00:00,SFH,2011-2015,No retrofit,1281410.401,1281410.401,0,0,969985.0368,0
 01/21  04:00:00,SFH,2011-2015,No retrofit,1949394.425,1949394.425,0,0,969985.0368,0
 01/21  05:00:00,SFH,2011-2015,No retrofit,2527418.887,2527418.887,0,0,969985.0368,0
 01/21  06:00:00,SFH,2011-2015,No retrofit,2838099.21,2838099.21,0,0,1551976.059,0
 01/21  07:00:00,SFH,2011-2015,No retrofit,22426267.21,20994569.3,1431697.914,0,8867180.293,23.99
 01/21  08:00:00,SFH,2011-2015,No retrofit,18617383.81,17662918.53,954465.2762,0,4211252.116,110.18
 01/21  09:00:00,SFH,2011-2015,No retrofit,110299.5535,110299.5535,0,0,969985.0368,220.38
 01/21  10:00:00,SFH,2011-2015,No retrofit,7967.195321,7967.195321,0,0,969985.0368,304.35
 01/21  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,340.84
 01/21  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,305.8
 01/21  13:00:00,SFH,2011-2015,No retrofit,5218615.027,3309684.475,1908930.552,0,8867180.293,249.62
 01/21  14:00:00,SFH,2011-2015,No retrofit,1999731.306,1045266.03,954465.2762,0,4211252.116,139.02
 01/21  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,39.53
 01/21  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/21  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/21  18:00:00,SFH,2011-2015,No retrofit,2903252.833,1948787.557,954465.2762,0,4211252.116,0
 01/21  19:00:00,SFH,2011-2015,No retrofit,3733181.944,1824251.391,1908930.552,0,8867180.293,0
 01/21  20:00:00,SFH,2011-2015,No retrofit,3557345.67,1648415.117,1908930.552,0,10419156.35,0
 01/21  21:00:00,SFH,2011-2015,No retrofit,5807663.636,3898733.084,1908930.552,0,4211252.116,0
 01/21  22:00:00,SFH,2011-2015,No retrofit,7103736.62,4717573.43,2386163.191,0,4211252.116,0
 01/21  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/21  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/22  07:00:00,SFH,2011-2015,No retrofit,11280184.33,9848486.418,1431697.914,0,8867180.293,25.3
 01/22  08:00:00,SFH,2011-2015,No retrofit,8988958.162,8034492.886,954465.2762,0,4211252.116,107.07
 01/22  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,198.38
 01/22  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,242.4
 01/22  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,208.08
 01/22  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,125.27
 01/22  13:00:00,SFH,2011-2015,No retrofit,12730719.15,10821788.6,1908930.552,0,8867180.293,102.14
 01/22  14:00:00,SFH,2011-2015,No retrofit,7584277.516,6629812.24,954465.2762,0,4211252.116,90.88
 01/22  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,30.8
 01/22  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 01/22  18:00:00,SFH,2011-2015,No retrofit,6035447.958,5080982.681,954465.2762,0,4211252.116,0
 01/22  19:00:00,SFH,2011-2015,No retrofit,6279202.166,4370271.614,1908930.552,0,8867180.293,0
 01/22  20:00:00,SFH,2011-2015,No retrofit,6005631.422,4096700.869,1908930.552,0,10419156.35,0
 01/22  21:00:00,SFH,2011-2015,No retrofit,8157488.505,6248557.953,1908930.552,0,4211252.116,0
 01/22  22:00:00,SFH,2011-2015,No retrofit,9584362.684,7198199.493,2386163.191,0,4211252.116,0
 01/22  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 01/22  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
